Entity,Wall,Stair,Slab,FurnishingElement,Column,Flowterminal,FlowSegment,FlowFitting,FlowController,DistributionControlElement,Window,Door,IfcWallStandardCase_3_QnWjyCf43uOsOSqFjYHW
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_1$ftNPU69EQeR4maWrYjwk,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_0073uBlMHCAQ6A4G9NHAeW,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_2$AeRMaaH9BOTgf8tiEMPS,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_0RKaq8isL8OhZ$yKtxKF5M,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_2QJIMRCt53deIWloIL9d8J,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_1ECw9GWdnDPuH_WJ7fzBrX,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_07Pdvpjkr38OlbXGMRynAf,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_0i0AS$B6jBHxNJyuXTIc7R,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_1q38TcrCbE9hizMMy0y4ZT,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_3Mm54$aLb1OencXWRt0o3S,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_1IG0benEnD4eOMV5aEVskT,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_1pfbKQS7DCewuNDWF$a1NI,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_3FNpZFsknFeeq1gSLnmgJR,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_39MeAn1Kr7ZOmgsydiHGPa,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_3MyuDucNv6yvxet$UGxmsR,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_2ucxfp$912wAi63_87SkTc,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_1wlVRsx7zDawmUIZ5TiVvC,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_30H3HB_gfELer901FwUdMp,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_1WBtuaCyXF7wTqpm0kTWgE,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_2s4Ucmo9L7ieUQdjaLNJIf,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_2_ZbJLK3TDexhLJuZyeCbr,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_11seoLGnb89evxGE3i4EvN,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_2jUQk86fT2TvZwVVP17OKq,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_1HbwxHWOP6JghyhiSOz66N,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_3MinvslXX8aAPfno6DOc6B,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_1zq1pLo9H3vvNkq$BfDvv$,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_2Nr48aDc5FzBItgaS1RZJ$,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_2JS6qZ32j2SvsJebaAhlKs,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_0h2ZwOLpfCcwuNYc19c1n4,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_3JTcnydHDANuBsiEsaMULz,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_1vQ5VlmuHCVR5kFUTmybH1,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_29HZeAPqD91fz2a1biiozK,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_0mTUYGVY5D6AQCGpOqubKZ,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_1HIB1CQ5fEQBxTV9xJ8d5F,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_13YtQFaD93mAcBx_Zm0pTN,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_0SbawEjRP5AhzarGS3vzhi,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_3DOkhLTMz0Xg13BFYdC5Ha,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_3OqjHjQ71CkukjJb4BZ9aP,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_3nv9WJZaj8DQr23iv6Dstd,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_0qxQ0iHEn63fyvEu3i9hiC,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_1NwZPjuWnFtAjw8fqYXUHy,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_0gcQ3zmG5DvB3pqG4KMOu3,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_0MDOVS6RXDhglKjycKzU6R,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_2_i52gSwH6ixGOVlgQvYR0,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_38TXRMXcP5BxSelStx9ZmX,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_3M3rhA2Yz1RxmigsH3sNHh,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_3eyInGhAn3kwb9KM9uPh2x,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_2z6bPRVmDF9xfDZ8QXxj74,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_119p3$1d59PuAW7w9QFI_t,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_1pmaR1$Yj5GOLVhUqMbskO,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_3boxB$ear0Qf9GS0kwoLxi,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_2idPyI76z7i8TpuTmZZbmB,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_1WB1_00QD1HPqGaHDf3qLX,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_3z6EFeS3DDRPccsZRoLxyv,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_2b$y89xbL1yhbqg54bl2Uy,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_0cuevUYPD9gvxYkVha$Ox0,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_0FYcOarwLD_Bu1dsOtZR58,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_0_5AYJHdDDm8xwZni2DH44,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_2K0kPfxhT3EuyvQNvw9M7r,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_3TzDpy$P9AXh7wW8_a$$dR,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_3buNkhc6H479O$$bxiWmVJ,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_3SpiYi0w5Cae5YBHgDHTeN,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_1Z3bLeBCD37fgmBtIzNcI8,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_2Mo9c7EuTBCRhmcw2g657b,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_0NHA7iX9zFtQpsrfPxQNXM,,,,,,,,,,,,
IfcSlab_166FPfjj98yuF8iqmXhtN9,IfcWallStandardCase_1zrWS4H1H8gPcpqkpTdPT4,,,,,,,,,,,,
IfcSlab_3J7Fv9MYL8cB5esQuglJ5d,IfcWallStandardCase_2Oq4FefKXDqRorDVmlfy9c,,,,,,,,,,,,
IfcSlab_3J7Fv9MYL8cB5esQuglJ5d,IfcWallStandardCase_1ITOW9Q0nCBxbrVbunNFai,,,,,,,,,,,,
IfcSlab_3J7Fv9MYL8cB5esQuglJ5d,IfcWallStandardCase_1Fs$WR0pv1IeMLc1lC8Tnh,,,,,,,,,,,,
IfcSlab_3J7Fv9MYL8cB5esQuglJ5d,IfcWallStandardCase_0RVACZUbD6Mg$a55z9J8AF,,,,,,,,,,,,
IfcSlab_3J7Fv9MYL8cB5esQuglJ5d,IfcWallStandardCase_20lopV6813ngQ2ht_YHF4Z,,,,,,,,,,,,
IfcSlab_3J7Fv9MYL8cB5esQuglJ5d,IfcWallStandardCase_2b3YrswfT8fwWgjnkhbqcy,,,,,,,,,,,,
IfcSlab_3J7Fv9MYL8cB5esQuglJ5d,IfcWallStandardCase_05F_Q2jGj8YxqWAh0Sarfu,,,,,,,,,,,,
IfcSlab_3J7Fv9MYL8cB5esQuglJ5d,IfcWallStandardCase_2R2$TihXn94wUMsBbFhngu,,,,,,,,,,,,
IfcSlab_3J7Fv9MYL8cB5esQuglJ5d,IfcWallStandardCase_3oyY0TaLnEUOXLJBSCA0Lb,,,,,,,,,,,,
IfcSlab_3J7Fv9MYL8cB5esQuglJ5d,IfcWallStandardCase_3w5edr6SH7PfNSYPt7nDK1,,,,,,,,,,,,
IfcSlab_3J7Fv9MYL8cB5esQuglJ5d,IfcWallStandardCase_2$y4pIslT5oBfJFPwM2KvQ,,,,,,,,,,,,
IfcSlab_3J7Fv9MYL8cB5esQuglJ5d,IfcWallStandardCase_3E827OcQj6TxJ2RAmf7ihI,,,,,,,,,,,,
IfcSlab_3J7Fv9MYL8cB5esQuglJ5d,IfcWallStandardCase_2XsYhamxn0Phj$YdBk_s_5,,,,,,,,,,,,
IfcSlab_3J7Fv9MYL8cB5esQuglJ5d,IfcWallStandardCase_2qmE59GHP4W9d0l9kE5_fD,,,,,,,,,,,,
IfcSlab_3J7Fv9MYL8cB5esQuglJ5d,IfcWallStandardCase_2Tzd78F757VOfWEnp0NG2l,,,,,,,,,,,,
IfcSlab_3J7Fv9MYL8cB5esQuglJ5d,IfcWallStandardCase_0nGU7ASsr2seyBkLCwRUOT,,,,,,,,,,,,
IfcSlab_3J7Fv9MYL8cB5esQuglJ5d,IfcWallStandardCase_0aMaQCVPT1chgh8hzgrlf0,,,,,,,,,,,,
IfcSlab_3J7Fv9MYL8cB5esQuglJ5d,IfcWallStandardCase_1DRMUDli15zhjyS0juZBdS,,,,,,,,,,,,
IfcSlab_3J7Fv9MYL8cB5esQuglJ5d,IfcWallStandardCase_015z_Km8DB791IrcAAUBIx,,,,,,,,,,,,
IfcSlab_3J7Fv9MYL8cB5esQuglJ5d,IfcWallStandardCase_1VP_Tfccv99BhlqFC89nEp,,,,,,,,,,,,
IfcSlab_3J7Fv9MYL8cB5esQuglJ5d,IfcWallStandardCase_134uj$oHX7LPtpiH31hnZi,,,,,,,,,,,,
IfcSlab_3J7Fv9MYL8cB5esQuglJ5d,IfcWallStandardCase_1J7Mg23gv2uQQAFHnKNDjd,,,,,,,,,,,,
IfcSlab_3J7Fv9MYL8cB5esQuglJ5d,IfcWallStandardCase_3NmPOWp65DAP9FFKdvFJT5,,,,,,,,,,,,
IfcSlab_3J7Fv9MYL8cB5esQuglJ5d,IfcWallStandardCase_1Dnuha3IvBjPokCUHx_TqY,,,,,,,,,,,,
IfcSlab_3J7Fv9MYL8cB5esQuglJ5d,IfcWallStandardCase_37XDR8GrPDGv9yLQ1T2a0s,,,,,,,,,,,,
IfcSlab_3BYhEZrmTAWPQaf3_BxHGG,,,,,IfcColumn_12neUpVcv5Wu7H$jAX6ySP,,,,,,,,
IfcSlab_3BYhEZrmTAWPQaf3_BxHGG,,,,,IfcColumn_3VgODk6_TDkBiJNGK8EwjS,,,,,,,,
IfcSlab_3BYhEZrmTAWPQaf3_BxHGG,,,,,IfcColumn_2upWu14D53Y9yxOv7w9Tiy,,,,,,,,
IfcSlab_3BYhEZrmTAWPQaf3_BxHGG,,,,,IfcColumn_0$TFBFcwf7VvWOCexvFOkp,,,,,,,,
IfcSlab_3BYhEZrmTAWPQaf3_BxHGG,,,,,IfcColumn_3UySwGXqP4MhqnX7hm7saN,,,,,,,,
IfcSlab_3BYhEZrmTAWPQaf3_BxHGG,,,,,IfcColumn_2BPMx4g_95NORzTTZr07hu,,,,,,,,
IfcSlab_3BYhEZrmTAWPQaf3_BxHGG,,,,,IfcColumn_2zpZVpkXT4FBMwjNGFBS9P,,,,,,,,
IfcSlab_3BYhEZrmTAWPQaf3_BxHGG,,,,,IfcColumn_1s05nBHcj4y9NuwhPTI24K,,,,,,,,
IfcSlab_3BYhEZrmTAWPQaf3_BxHGG,,,,,IfcColumn_22g3R_JVLAwACW9FLMXsxy,,,,,,,,
IfcSlab_3BYhEZrmTAWPQaf3_BxHGG,,,,,IfcColumn_2YpUkMz6PDsBHpHA9vc7QR,,,,,,,,
IfcSlab_3BYhEZrmTAWPQaf3_BxHGG,,,IfcSlab_1_UmA0AN19qAgYWJUDO2ou,,,,,,,,,,
IfcSlab_3BYhEZrmTAWPQaf3_BxHGG,IfcWallStandardCase_29HZeAPqD91fz2a1biiozK,,,,,,,,,,,,
IfcSlab_3BYhEZrmTAWPQaf3_BxHGG,IfcWallStandardCase_04tAD1fubED93GttBvh7xL,,,,,,,,,,,,
IfcSlab_3BYhEZrmTAWPQaf3_BxHGG,IfcWallStandardCase_355AIRkevEVxrAxt2WPdsa,,,,,,,,,,,,
IfcSlab_3BYhEZrmTAWPQaf3_BxHGG,IfcWallStandardCase_20kGi$ECzDcxbaLKTKl358,,,,,,,,,,,,
IfcSlab_3BYhEZrmTAWPQaf3_BxHGG,IfcWallStandardCase_1BQIICQ3v4B88I8dsjIUNZ,,,,,,,,,,,,
IfcSlab_3BYhEZrmTAWPQaf3_BxHGG,IfcWallStandardCase_37mIh0rKT3MgXrwZqaOZ53,,,,,,,,,,,,
IfcSlab_3BYhEZrmTAWPQaf3_BxHGG,IfcWallStandardCase_3Xer$fLsTCdvWlwlTv9hjN,,,,,,,,,,,,
IfcSlab_3BYhEZrmTAWPQaf3_BxHGG,IfcWallStandardCase_0j8ELHUZrC6h7TprV76QPb,,,,,,,,,,,,
IfcSlab_3BYhEZrmTAWPQaf3_BxHGG,IfcWallStandardCase_2PGLBr1t97YB0Xj2lksSN1,,,,,,,,,,,,
IfcSlab_3BYhEZrmTAWPQaf3_BxHGG,IfcWallStandardCase_1dTgOo57nFlfaKtLPBXvlV,,,,,,,,,,,,
IfcSlab_3BYhEZrmTAWPQaf3_BxHGG,IfcWallStandardCase_1mmgAr3mz4XvcCJuoevtPV,,,,,,,,,,,,
IfcSlab_3BYhEZrmTAWPQaf3_BxHGG,IfcWallStandardCase_3PRukhA6HEGuUu0Cs_vMMe,,,,,,,,,,,,
IfcSlab_3BYhEZrmTAWPQaf3_BxHGG,IfcWallStandardCase_1oAPri8ln29QJCKRJcwROi,,,,,,,,,,,,
IfcSlab_3BYhEZrmTAWPQaf3_BxHGG,IfcWallStandardCase_3b2zj6Eon1UOFJ6a8uMQ57,,,,,,,,,,,,
IfcSlab_3BYhEZrmTAWPQaf3_BxHGG,IfcWallStandardCase_2kzVlKQ5P1iPM5gMwjMCkG,,,,,,,,,,,,
IfcSlab_3BYhEZrmTAWPQaf3_BxHGG,IfcWallStandardCase_0t_kAtQ8D6ZA1GXAiOCfzy,,,,,,,,,,,,
IfcSlab_3BYhEZrmTAWPQaf3_BxHGG,IfcWallStandardCase_2alnYUZ8150e7O60PlzGte,,,,,,,,,,,,
IfcSlab_3BYhEZrmTAWPQaf3_BxHGG,IfcWallStandardCase_06nxcbLLT9kAa1nd52lbqu,,,,,,,,,,,,
IfcSlab_115yaEThn7$hKLevy7_Lfh,,,IfcSlab_1_UmA0AN19qAgYWJUDO2ou,,,,,,,,,,
IfcSlab_115yaEThn7$hKLevy7_Lfh,,,IfcSlab_3crTqVolfC4AkWIdw$t53k,,,,,,,,,,
IfcSlab_115yaEThn7$hKLevy7_Lfh,IfcWallStandardCase_0SbawEjRP5AhzarGS3vzhi,,,,,,,,,,,,
IfcSlab_115yaEThn7$hKLevy7_Lfh,IfcWallStandardCase_2Mo9c7EuTBCRhmcw2g657b,,,,,,,,,,,,
IfcSlab_115yaEThn7$hKLevy7_Lfh,IfcWallStandardCase_2kIXXigYD8rPU4NGmHuHTf,,,,,,,,,,,,
IfcSlab_115yaEThn7$hKLevy7_Lfh,IfcWallStandardCase_3hrZwHFH16mgsFPO0wjFFa,,,,,,,,,,,,
IfcSlab_115yaEThn7$hKLevy7_Lfh,IfcWallStandardCase_3mxJlU1Sz9euHAVmCvYccP,,,,,,,,,,,,
IfcSlab_1oiWRZ44T1p802tkMhU2If,,,,,,,,,,,,IfcDoor_2AHn_O0u123em_9p$OnH0g,
IfcSlab_1oiWRZ44T1p802tkMhU2If,,,IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,,,,,,,,
IfcSlab_1oiWRZ44T1p802tkMhU2If,,,IfcSlab_1_UmA0AN19qAgYWJUDO2ou,,,,,,,,,,
IfcSlab_1oiWRZ44T1p802tkMhU2If,IfcWallStandardCase_3PdiTDxZj6qOWUmdv_q4SI,,,,,,,,,,,,
IfcSlab_1oiWRZ44T1p802tkMhU2If,IfcWallStandardCase_3buNkhc6H479O$$bxiWmVJ,,,,,,,,,,,,
IfcSlab_1oiWRZ44T1p802tkMhU2If,IfcWallStandardCase_1eLG7aZhf7YvYciL9ccNoV,,,,,,,,,,,,
IfcSlab_1oiWRZ44T1p802tkMhU2If,IfcWallStandardCase_0bZovyhkr2WPjKdreWD2xa,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,,,IfcColumn_3kx6QcZOX8hRkCCaeaVkMA,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,,,IfcColumn_3ziSp9kof2IulwmqHgac14,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,,,IfcColumn_1URP6pH0H7QgCWB5d29d7v,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,,,IfcColumn_04vZXx8TbBOPQfXGx2WlS4,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,,,IfcColumn_1ZPCQ2pmLFLxvZ2V2eSJ7g,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,,,IfcColumn_34y3qvavn61PpvR2XVE1Ch,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,,,IfcColumn_0nPI2qr6L0dwjp55UBFVXP,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,,,IfcColumn_0AHjgdLtLD588q5LijYocc,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,,,IfcColumn_2psUcK5_z9mBy5ZBeMRTS7,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,,,IfcColumn_0up_k2YdfDZxxkJ6QSLfux,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,,,IfcColumn_3lt36Q5X57qxyhM5Q$vt9Y,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,,,IfcColumn_00TWJlJ1X3Ne487_jNdh8G,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,,,IfcColumn_2XeyZCtE5C4escPy8dgK3x,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,,,IfcColumn_3K1ncMXuL5UvScnnNabBhH,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,,,IfcColumn_0_KXm4foPD0PqgLQOxlaz7,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,,,,,,,,,,IfcDoor_2AHn_O0u123em_9p$OnH0g,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,IfcSlab_1oiWRZ44T1p802tkMhU2If,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,IfcSlab_1_UmA0AN19qAgYWJUDO2ou,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,,,IfcSlab_3crTqVolfC4AkWIdw$t53k,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_2ZMsJg4mb6SA91kQ1MXZ2C,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_39MeAn1Kr7ZOmgsydiHGPa,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_3MinvslXX8aAPfno6DOc6B,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_18v0ytfuDEr8dCTQfW_sof,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_0DRyCZap52gxAwVFosZy_t,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_17UCYPRnL0PPMZwshgkPz3,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_2Nr48aDc5FzBItgaS1RZJ$,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_0MDOVS6RXDhglKjycKzU6R,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_3NNLKJGjX7yBQ98lcK6r0j,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_33WGO4F_j9VPcaNj1FUmY5,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_2$GIyvRej2ownEbH4U1FOG,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_19CkqTKO5C4A5uWkW61g2a,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_39Oy_ZnCP9sfqn9o$mV8gB,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_0q154idS90aO1ecV7fk9_e,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_3ElOuJhI10HOSrLFfUGORG,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_0Aelx9kMf90BO45p$yM01V,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_3PdiTDxZj6qOWUmdv_q4SI,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_0slViKzPbDrBR83Q4oWcAZ,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_0_iCuc0MPFjRJ3Dp1wTREi,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_2Mo9c7EuTBCRhmcw2g657b,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_1ITOW9Q0nCBxbrVbunNFai,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_16MwZxdFvCmAqQtNaCo41J,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_2hOQKMScD3zx4Qry_MFCqB,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_3DvZO6ZHL5VvjYW095K0M4,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_208rI38Xf6KBOPY6I0BDTB,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_0wtY57lvbCnf6IhR875Rrr,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_1IRP2dp3vCoQ3nex6bQUKO,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_3BwfqMpGD2iRCc4K4bTSdm,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_317I9Arvf1K9xJ9kc$nFjw,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_3nkxDTOovAJBHHf4bdGAZP,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_0tcOZzA2jCNh8yLnD4kbJv,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_05p$h8yPr0yQo68Nb7FQWi,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_1sAZlUvnHAtALkyHR8ogGr,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_2KlCmFFF52JOfKLNunkuFu,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_2RlfI3NDP4JPnVhMRVZgN3,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_1VP_Tfccv99BhlqFC89nEp,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_2T_ABs6zLDAOf7BT8Ckeb$,,,,,,,,,,,,
IfcSlab_0RKcvLPl94ZQeYsAniA0w7,IfcWallStandardCase_0bZovyhkr2WPjKdreWD2xa,,,,,,,,,,,,
